"source","lastmodified","barcode","image","image_height","image_width","type"
,2025-10-03 22:27:27.014 +0300,"2000068450036",img/barcode/2000068450036.png,280,523,""
,2025-10-12 17:04:12.047 +0300,"2000068450074",img/barcode/2000068450074.png,280,523,""
,2025-10-12 17:07:12.768 +0300,"2000068450098",img/barcode/2000068450098.png,280,523,""
,2025-10-12 17:08:15.954 +0300,"2000068450043",img/barcode/2000068450043.png,280,523,""
,2025-10-20 15:46:36.558 +0300,"2000001648810",img/barcode/2000001648810.png,280,523,""
